MATCHKEY,CITYLABEL,FREQ,LAT,LNG,TYPE,STATEEMP,STATEWORK,NATEMP,NATWORK
LAS VEGAS-NV,"LAS VEGAS, NV",101,36.1662859,-115.149225,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
HONOLULU-HI,"HONOLULU, HI",102,21.3250785,-157.846644178573,"National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
MOUNTAIN VIEW-CA,"MOUNTAIN VIEW, CA",105,45.507372499999995,-73.6050824,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
PHOENIX-AZ,"PHOENIX, AZ",107,33.448586600000006,-112.0773456,"National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
SAN JOSE-CA,"SAN JOSE, CA",108,37.3297085,-121.90315990000002,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
WASHINGTON-DC,"WASHINGTON, DC",121,38.8949549,-77.03664559999999,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
SEATTLE-WA,"SEATTLE, WA",124,47.6038321,-122.3300624,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
PHILADELPHIA-PA,"PHILADELPHIA, PA",134,39.952399299999996,-75.1635899,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
SAN FRANCISCO-CA,"SAN FRANCISCO, CA",168,45.4423543,-73.4373087,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
BOSTON-MA,"BOSTON, MA",181,42.3604823,-71.0595678,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
HOUSTON-TX,"HOUSTON, TX",185,29.7589382,-95.36769740000001,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
ATLANTA-GA,"ATLANTA, GA",186,33.749098700000005,-84.39018490000001,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
CHICAGO-IL,"CHICAGO, IL",207,41.8755546,-87.6244212,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
