quarter,result,state,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,samest,ssst
2016Q4,CERTIFIED,LA,232,234,11180.0,74332.0,416375.0,18770.0,75317.0,272750.0,5,61131.0,SOFTWARE ENGINEER,BATON ROUGE-LA,182,78.45
2016Q4,CERTIFIED,MA,3171,3209,14300.0,67502.0,375000.0,20363.0,80888.0,267800.0,5,54151.0,SOFTWARE ENGINEER,BOSTON-MA,1882,59.35
2016Q4,CERTIFIED,MD,4201,4229,14810.0,71144.0,295625.0,28038.0,67513.0,247978.0,5,54151.0,DEVELOPER,ROCKVILLE-MD,810,19.28
2016Q4,CERTIFIED,ME,84,84,17000.0,74619.0,303600.0,27477.0,81633.0,253157.0,5,54151,HEMATOLOGIST/ONCOLOGIST,PORTLAND-ME,69,82.14
2016Q4,CERTIFIED,MI,4109,4271,11830.0,45542.0,599997.0,21278.0,72476.0,229112.0,5,54151.0,PROGRAMMER ANALYST,TROY-MI,1533,37.31
2016Q4,CERTIFIED,MN,670,678,15000.0,66614.0,342940.0,27333.0,83160.0,265253.0,5,54151.0,RESEARCH FELLOW,MINNEAPOLIS-MN,489,72.99
2016Q4,CERTIFIED,MO,607,622,12500.0,61288.0,490000.0,18120.0,76328.0,241925.0,5,54151.0,PROGRAMMER ANALYST,ST. LOUIS-MO,368,60.63
2016Q4,CERTIFIED,MS,68,69,15000.0,45419.0,250000.0,22298.0,61866.0,187200.0,5,61131.0,ASSISTANT PROFESSOR,JACKSON-MS,66,97.06
2016Q4,CERTIFIED,MT,24,24,18484.0,46968.0,120750.0,34216.0,61704.0,147139.0,5,61131,POSTDOCTORAL RESEARCHER,BOZEMAN-MT,20,83.33
2016Q4,CERTIFIED,NC,1735,1739,9173.0,61513.0,652212.0,18346.0,75143.0,269734.0,5,54151.0,APPLICATION DEVELOPER,DURHAM-NC,578,33.31
2016Q4,CERTIFIED,ND,45,45,19978.0,81649.0,350000.0,36380.0,76944.0,194189.0,5,62211.0,ORTHOPEDIC SURGEON,FARGO-ND,34,75.56
2016Q4,CERTIFIED,NE,181,181,17701.0,72958.0,355000.0,35402.0,82006.0,252138.0,5,54151.0,SOFTWARE ENGINEER,OMAHA-NE,111,61.33
2016Q4,CERTIFIED,NH,162,169,15000.0,54325.0,381258.0,26160.0,70377.0,144997.0,5,54151.0,PROGRAMMER ANALYST,NASHUA-NH,76,46.91
2016Q4,CERTIFIED,NJ,10463,13442,10355.0,48058.0,525000.0,17202.0,72713.0,247832.0,5,54151.0,PROGRAMMER ANALYST,EDISON-NJ,2789,26.66
2016Q4,CERTIFIED,NM,164,164,17000.0,60461.0,400000.0,24440.0,64848.0,221894.0,5,54151.0,STAFF CONSULTANT,ALBUQUERQUE-NM,128,78.05
2016Q4,CERTIFIED,NV,123,123,16865.0,69294.0,256100.0,32198.0,90876.0,188739.0,5,54151.0,INTERNIST,LAS VEGAS-NV,103,83.74
2016Q4,CERTIFIED,NY,8803,15115,9412.0,84981.0,687500.0,18824.0,85272.0,341286.0,6,5416.0,SOFTWARE ENGINEER 2,NEW YORK-NY,4229,48.04
2016Q4,CERTIFIED,OH,1413,2166,10650.0,54839.0,676500.0,18080.0,73426.0,258045.0,5,54151.0,PROGRAMMER ANALYST,DUBLIN-OH,828,58.6
2016Q4,CERTIFIED,OK,135,135,13946.0,48056.0,265562.0,18741.0,59857.0,202654.0,5,61131.0,POSTDOCTORAL RESEARCH ASSOCIATE,OKLAHOMA CITY-OK,125,92.59
2016Q4,CERTIFIED,OR,227,228,18720.0,64326.0,306060.0,31970.0,82438.0,247187.0,5,61131.0,ASSISTANT PROFESSOR,PORTLAND-OR,178,78.41
2016Q4,CERTIFIED,PA,4249,32723,10500.0,85486.0,650000.0,17170.0,77910.0,276016.0,5,54161.0,SENIOR CONSULTANT,PHILADELPHIA-PA,1705,40.13
2016Q4,CERTIFIED,PR,21,21,10254.0,41668.0,222000.0,17730.0,64006.0,387132.0,5,61131.0,PROGRAMMER ANALYST,SAN JUAN-PR,18,85.71
2016Q4,CERTIFIED,PW,1,1,60883.0,60883.0,60883.0,108971.0,108971.0,108971.0,6,33441,STAFF SCIENTIST,BERWYN-PW,1,100.0
2016Q4,CERTIFIED,RI,210,211,20000.0,81995.0,287965.0,36546.0,87890.0,225930.0,5,44611,PHARMACIST,WOONSOCKET-RI,120,57.14
2016Q4,CERTIFIED,SC,156,214,17000.0,53413.0,225400.0,18220.0,68428.0,218192.0,5,61131.0,ASSISTANT PROFESSOR,COLUMBIA-SC,126,80.77
2016Q4,CERTIFIED,SD,26,26,21100.0,63593.0,262500.0,34299.0,59570.0,187200.0,6,61131.0,ASSISTANT PROFESSOR OF AGRONOMY,SIOUX FALLS-SD,23,88.46
2016Q4,CERTIFIED,TN,598,636,13707.0,68867.0,275600.0,20930.0,73146.0,187200.0,5,3336.0,ASSISTANT PROFESSOR,NASHVILLE-TN,348,58.19
2016Q4,CERTIFIED,TX,11034,22516,10431.0,46958.0,400000.0,16994.0,75550.0,300000.0,5,54151.0,PROGRAMMER ANALYST,PLANO-TX,4492,40.71
2016Q4,CERTIFIED,UT,214,220,15600.0,51857.0,205000.0,29973.0,77386.0,196900.0,5,61131.0,SENIOR SOFTWARE ENGINEER,SALT LAKE CITY-UT,176,82.24
2016Q4,CERTIFIED,VA,2569,3744,16000.0,55521.0,225000.0,23982.0,74288.0,241634.0,5,54151.0,PROGRAMMER ANALYST,HERNDON-VA,1158,45.08
2016Q4,CERTIFIED,VI,11,11,16640.0,23593.0,30160.0,26040.0,37265.0,55536.0,4,61111.0,ACCOUNTANT,ST. THOMAS-VI,8,72.73
2016Q4,CERTIFIED,VT,101,101,13662.0,47981.0,248000.0,27324.0,81957.0,230818.0,5,54151,SOFTWARE ENGINEER,SOUTH BURLINGTON-VT,24,23.76
2016Q4,CERTIFIED,WA,2743,4703,18148.0,71151.0,300000.0,28020.0,95601.0,260666.0,5,51121.0,SOFTWARE ENGINEER,SEATTLE-WA,2126,77.51
2016Q4,CERTIFIED,WI,532,754,15150.0,75229.0,212500.0,16994.0,77316.0,187200.0,5,54151.0,SENIOR PROGRAMMER ANALYST,MADISON-WI,297,55.83
2016Q4,CERTIFIED,WV,46,46,12137.0,75893.0,329539.0,24274.0,91062.0,195333.0,5,62211.0,ASSISTANT PROFESSOR OF MEDICINE IN PULMONOLOGY,HUNTINGTON-WV,43,93.48
2016Q4,CERTIFIED,WY,13,15,20800.0,51269.0,107505.0,36109.0,91648.0,187200.0,6,62111,PATHOLOGIST (PHYSICIAN),JACKSON-WY,12,92.31
2016Q4,CERTIFIED-WITHDRAWN,AK,2,2,30004.0,100002.0,170000.0,42682.0,114941.0,187200.0,4,61131,HEMATOLOGIST/ONCOLOGIST,FAIRBANKS-AK,2,100.0
2016Q4,CERTIFIED-WITHDRAWN,AL,28,28,25106.0,39512.0,105000.0,44110.0,62846.0,179356.0,5,54151,PROGRAMMER ANALYST,TUSCALOOSA-AL,23,82.14
2016Q4,CERTIFIED-WITHDRAWN,AR,33,33,19200.0,56179.0,100610.0,27768.0,80120.0,142376.0,6,45291.0,SENIOR SOFTWARE ENGINEER,BENTONVILLE-AR,14,42.42
2016Q4,CERTIFIED-WITHDRAWN,AZ,86,86,16598.0,92540.0,250000.0,33197.0,76217.0,146661.0,5,62111.0,NEPHROLOGIST,PHOENIX-AZ,72,83.72
2016Q4,CERTIFIED-WITHDRAWN,CA,3034,3175,15000.0,72433.0,330000.0,28309.0,95792.0,249995.0,5,54151.0,SOFTWARE ENGINEER,MOUNTAIN VIEW-CA,2605,85.86
2016Q4,CERTIFIED-WITHDRAWN,CO,164,209,16286.0,52446.0,187500.0,29730.0,73039.0,143915.0,5,5415.0,PROGRAMMER ANALYST,GREENWOOD VILLAGE-CO,69,42.07
2016Q4,CERTIFIED-WITHDRAWN,CT,151,159,18000.0,51363.0,160000.0,35027.0,69729.0,204485.0,5,54151,SOFTWARE ENGINEER,NAUGATUCK-CT,107,70.86
2016Q4,CERTIFIED-WITHDRAWN,DC,44,48,10816.0,64767.0,210000.0,21632.0,65663.0,132392.0,5,54151.0,.NET SOFTWARE PROGRAMMER,WASHINGTON-DC,37,84.09
2016Q4,CERTIFIED-WITHDRAWN,DE,22,22,24000.0,44545.0,97200.0,39520.0,62197.0,78235.0,5,61131.0,ASSISTANT PROFESSOR,NEWARK-DE,14,63.64
2016Q4,CERTIFIED-WITHDRAWN,FL,199,200,15000.0,56562.0,147612.0,24710.0,65801.0,205629.0,5,54151.0,COMPUTER PROGRAMMER ANALYST,TAMPA-FL,136,68.34
2016Q4,CERTIFIED-WITHDRAWN,GA,442,471,15122.0,43752.0,144000.0,29390.0,61368.0,199930.0,5,54151.0,PROGRAMMER ANALYST,ATLANTA-GA,272,61.54
2016Q4,CERTIFIED-WITHDRAWN,HI,20,20,20488.0,38309.0,131064.0,38854.0,54081.0,102128.0,6,5417,JUNIOR RESEARCHER,HONOLULU-HI,17,85.0
2016Q4,CERTIFIED-WITHDRAWN,IA,39,40,22440.0,51476.0,220000.0,36067.0,61344.0,164307.0,6,61131,POSTDOCTORAL RESEARCH SCHOLAR,IOWA CITY-IA,31,79.49
2016Q4,CERTIFIED-WITHDRAWN,ID,12,12,17420.0,40074.0,100000.0,17400.0,47063.0,89981.0,6,61131,BUSINESS DEVELOPMENT ANALYST,BOISE-ID,8,66.67
2016Q4,CERTIFIED-WITHDRAWN,IL,764,795,17680.0,52609.0,312500.0,18730.0,68324.0,220813.0,5,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,448,58.64
2016Q4,CERTIFIED-WITHDRAWN,IN,78,91,19510.0,61211.0,215000.0,35173.0,67263.0,187200.0,5,61131,ASSISTANT PROFESSOR,INDIANAPOLIS-IN,76,97.44
2016Q4,CERTIFIED-WITHDRAWN,KS,23,24,20500.0,56970.0,305084.0,33820.0,61583.0,203070.0,5,61131,RESEARCH ASSOCIATE,LAWRENCE-KS,17,73.91
2016Q4,CERTIFIED-WITHDRAWN,KY,140,140,16500.0,41164.0,257500.0,32926.0,68022.0,187200.0,5,54151.0,PROGRAMMER ANALYST,LOUISVILLE-KY,12,8.57
2016Q4,CERTIFIED-WITHDRAWN,LA,31,31,19248.0,53045.0,123950.0,31390.0,57355.0,84448.0,6,54133.0,FABRICATION ENGINEER II,BATON ROUGE-LA,19,61.29
2016Q4,CERTIFIED-WITHDRAWN,MA,438,438,17160.0,55500.0,195000.0,22520.0,68398.0,202634.0,5,54151.0,RESEARCH FELLOW,BOSTON-MA,339,77.4
2016Q4,CERTIFIED-WITHDRAWN,MD,244,267,17278.0,45417.0,250000.0,22430.0,61891.0,179774.0,5,54151.0,RESEARCH ASSOCIATE,BALTIMORE-MD,141,57.79
2016Q4,CERTIFIED-WITHDRAWN,ME,3,3,43903.0,166301.0,350000.0,42806.0,133945.0,218691.0,4,52411,SERVICE ENGINEER,BIDDEFORD-ME,2,66.67
2016Q4,CERTIFIED-WITHDRAWN,MI,653,653,14250.0,39098.0,187500.0,21986.0,63968.0,191090.0,5,54151,PROGRAMMER ANALYST,TROY-MI,388,59.42
2016Q4,CERTIFIED-WITHDRAWN,MN,112,113,21871.0,57085.0,205527.0,35838.0,79639.0,211638.0,5,33451,SOFTWARE ENGINEER,MINNEAPOLIS-MN,72,64.29
2016Q4,CERTIFIED-WITHDRAWN,MO,244,244,14500.0,36586.0,265000.0,24378.0,62719.0,135741.0,5,54151,SOFTWARE ENGINEER,NORTH KANSAS CITY-MO,231,94.67
2016Q4,CERTIFIED-WITHDRAWN,MS,9,9,21000.0,48480.0,188250.0,29224.0,59187.0,173470.0,5,61131,SCIENTIST I,JACKSON-MS,8,88.89
2016Q4,CERTIFIED-WITHDRAWN,MT,2,2,20000.0,113300.0,206600.0,39520.0,111748.0,183976.0,6,61131,POSTDOCTORAL RESEARCHER,BOZEMAN-MT,1,50.0
2016Q4,CERTIFIED-WITHDRAWN,NC,294,295,17000.0,57005.0,259000.0,22568.0,70402.0,187200.0,5,54151.0,SOFTWARE ENGINEER,DURHAM-NC,188,63.95
2016Q4,CERTIFIED-WITHDRAWN,ND,4,4,41800.0,152324.0,262500.0,39520.0,46576.0,53685.0,5,61131,GASTROENTEROLOGIST,FARGO-ND,4,100.0
2016Q4,CERTIFIED-WITHDRAWN,NE,101,101,26686.0,80375.0,130000.0,52936.0,75353.0,111114.0,5,54151,SOFTWARE DEVELOPER,OMAHA-NE,27,26.73
2016Q4,CERTIFIED-WITHDRAWN,NH,68,68,15954.0,43047.0,200000.0,26832.0,68926.0,136594.0,6,54151,PROGRAMMER ANALYST,NASHUA-NH,41,60.29
2016Q4,CERTIFIED-WITHDRAWN,NJ,1104,1393,19178.0,42432.0,250000.0,20488.0,66596.0,206232.0,5,54151.0,PROGRAMMER ANALYST,PISCATAWAY-NJ,377,34.15
2016Q4,CERTIFIED-WITHDRAWN,NM,7,7,43000.0,145143.0,265000.0,40390.0,96431.0,147160.0,5,61131,RHEUMATOLOGY PHYSICIAN,ALBUQUERQUE-NM,7,100.0
2016Q4,CERTIFIED-WITHDRAWN,NV,27,27,19053.0,47083.0,120426.0,38106.0,69993.0,103064.0,5,54151.0,SOFTWARE ENGINEER III,LAS VEGAS-NV,19,70.37
2016Q4,CERTIFIED-WITHDRAWN,NY,1176,1250,15132.0,57974.0,300000.0,20530.0,77202.0,242674.0,5,52311.0,ASSOCIATE,NEW YORK-NY,937,79.68
2016Q4,CERTIFIED-WITHDRAWN,OH,184,193,16380.0,51093.0,172738.0,27040.0,62944.0,105248.0,5,54151,PROGRAMMER ANALYST,DUBLIN-OH,122,66.3
2016Q4,CERTIFIED-WITHDRAWN,OK,18,18,13946.0,40853.0,124546.0,27851.0,52213.0,99091.0,5,61111.0,SCIENCE TEACHER,OKLAHOMA CITY-OK,14,77.78
2016Q4,CERTIFIED-WITHDRAWN,OR,89,90,15954.0,45686.0,193234.0,31907.0,69021.0,136469.0,5,61131.0,FILTER DESIGN ENGINEER,PORTLAND-OR,69,77.53
2016Q4,CERTIFIED-WITHDRAWN,PA,301,315,15500.0,55419.0,272500.0,26062.0,63867.0,192670.0,5,61131.0,PHYSICAL THERAPIST,PHILADELPHIA-PA,228,75.75
2016Q4,CERTIFIED-WITHDRAWN,PR,1,1,222000.0,222000.0,222000.0,387132.0,387132.0,387132.0,5,81321,EXECUTIVE DIRECTOR,SAN JUAN-PR,1,100.0
2016Q4,CERTIFIED-WITHDRAWN,RI,39,39,20000.0,79394.0,139984.0,39270.0,76033.0,115357.0,5,44611,PHARMACIST,WOONSOCKET-RI,16,41.03
2016Q4,CERTIFIED-WITHDRAWN,SC,30,30,18720.0,62927.0,192561.0,32968.0,63759.0,145122.0,5,61131,POSTDOCTORAL FELLOW,FORT MILL-SC,23,76.67
2016Q4,CERTIFIED-WITHDRAWN,SD,16,16,19186.0,31923.0,54500.0,30850.0,46615.0,70054.0,5,61131,ASSISTANT PROFESSOR OF ECONOMICS,BROOKINGS-SD,16,100.0
2016Q4,CERTIFIED-WITHDRAWN,TN,68,68,16546.0,57021.0,323315.0,25680.0,59893.0,242466.0,5,54171,POSTDOCTORAL RESEARCH ASSOCIATE,OAK RIDGE-TN,56,82.35
2016Q4,CERTIFIED-WITHDRAWN,TX,1580,2321,12885.0,56597.0,412500.0,17888.0,67916.0,203362.0,5,54151.0,PROGRAMMER ANALYST,HOUSTON-TX,1143,72.34
2016Q4,CERTIFIED-WITHDRAWN,UT,32,36,19000.0,42092.0,190600.0,30954.0,59266.0,129334.0,5,61131.0,POSTDOCTORAL FELLOW,SALT LAKE CITY-UT,29,90.62
2016Q4,CERTIFIED-WITHDRAWN,VA,462,473,18500.0,52128.0,164600.0,29141.0,67599.0,156749.0,5,54151.0,PROGRAMMER ANALYST,RICHMOND-VA,226,48.92
2016Q4,CERTIFIED-WITHDRAWN,VT,16,16,16250.0,41083.0,68994.0,29493.0,65067.0,98883.0,6,54151,SOFTWARE ENGINEER,BURLINGTON-VT,8,50.0
2016Q4,CERTIFIED-WITHDRAWN,WA,549,609,19916.0,79554.0,187200.0,24250.0,74387.0,187200.0,5,54151,SOFTWARE DESIGN ENGINEER,BELLEVUE-WA,489,89.07
2016Q4,CERTIFIED-WITHDRAWN,WI,53,62,14648.0,50758.0,144000.0,29295.0,62508.0,158600.0,5,61131,RESEARCH ASSOCIATE,MADISON-WI,40,75.47
2016Q4,CERTIFIED-WITHDRAWN,WV,17,17,19260.0,39685.0,65000.0,26090.0,55684.0,108139.0,5,61131,ASSISTANT PROFESSOR,MORGANTOWN-WV,17,100.0
2016Q4,CERTIFIED-WITHDRAWN,WY,6,6,18000.0,71086.0,183500.0,35402.0,100082.0,249475.0,6,61131,PHYSICIAN (NEUROLOGIST),LARAMIE-WY,6,100.0
2016Q4,DENIED,AL,3,3,21000.0,80029.0,133000.0,41704.0,76558.0,115794.0,2,52211,ARCHITECT,BIRMINGHAM-AL,2,66.67
2016Q4,DENIED,AR,4,4,27500.0,58774.0,87500.0,35430.0,87129.0,122949.0,3,6211.0,GENERAL PEDIATRICIAN,PINE BLUFF-AR,4,100.0
2016Q4,DENIED,AZ,16,17,27500.0,49983.0,123750.0,23920.0,12095374.0,192264800.0,3,54151,SOFTWARE ENGINEER,CHANDLER-AZ,11,68.75
2016Q4,DENIED,CA,312,822,12480.0,70300.0,375000.0,18000.0,538184.0,138357440.0,3,54151.0,SOFTWARE ENGINEER,SAN FRANCISCO-CA,258,82.69
2016Q4,DENIED,CO,25,27,12480.0,68063.0,265000.0,15080.0,75690.0,187200.0,3,62111.0,GRANTST AND CONTRACTS ADMINISTRATOR,GREENWOOD VILLAGE-CO,17,68.0
2016Q4,DENIED,CT,18,18,11440.0,51519.0,122736.0,20987.0,10369551.0,185515200.0,4,54151.0,MARKETING SPECIALIST,NORWALK-CT,15,83.33
2016Q4,DENIED,DC,10,10,25000.0,77515.0,142501.0,38500.0,77010.0,114400.0,3,54119.0,SENIOR RULE OF LAW EXPERT,WASHINGTON-DC,8,80.0
2016Q4,DENIED,DE,4,5,31500.0,41060.0,50000.0,37440.0,66726.0,91187.0,2,54151,TEST ANALYST/PROGRAMMER ANALYST,DOVER-DE,2,50.0
2016Q4,DENIED,FL,77,138,10982.0,59731.0,255000.0,0.0,111414.0,2648400.0,3,54151.0,STAFF ACCOUNTANT,TAMPA-FL,56,72.73
2016Q4,DENIED,GA,62,70,16050.0,55352.0,140000.0,29260.0,75753.0,150000.0,3,54151.0,DIRECTOR OF INTERNATIONAL MEDICAL EQUIPMENT PLANNING,ATLANTA-GA,43,69.35
2016Q4,DENIED,GU,4,4,20561.0,44840.0,104000.0,39978.0,94006.0,253323.0,3,23622,MECHANICAL ENGINEER,TAMUNING-GU,4,100.0
2016Q4,DENIED,HI,1,1,50000.0,50000.0,50000.0,98613.0,98613.0,98613.0,4,62132,OPTOMETRIST,HONOLULU-HI,1,100.0
2016Q4,DENIED,IA,7,7,27436.0,109049.0,242290.0,53206.0,102149.0,183186.0,3,54151.0,NEUROLOGIST,FORT DODGE-IA,6,85.71
2016Q4,DENIED,ID,5,5,24315.0,34492.0,45646.0,31220.0,54138.0,91291.0,3,61131,ASSISTANT PROFESSOR,POCATELLO-ID,4,80.0
2016Q4,DENIED,IL,81,143,11440.0,57464.0,168453.0,22880.0,82849.0,183307.0,3,5416,SOFTWARE ENGINEER 2,CHICAGO-IL,49,60.49
2016Q4,DENIED,IN,7,7,20228.0,36712.0,72207.0,40456.0,55086.0,65998.0,3,62134,OCCUPATIONAL THERAPIST,INDIANAPOLIS-IN,7,100.0
2016Q4,DENIED,KS,7,7,23988.0,82483.0,210324.0,28740.0,94925.0,180648.0,2,61131,TEACHING ASSISTANT PROFESSOR,TOPEKA-KS,6,85.71
2016Q4,DENIED,KY,10,10,25093.0,95030.0,450000.0,50838.0,66534.0,80704.0,3,62134,OCCUPATIONAL THERAPIST,LOUISVILLE-KY,4,40.0
2016Q4,DENIED,LA,15,15,20500.0,167394.0,343600.0,23630.0,105433.0,187200.0,3,62142.0,PSYCHIATRIST,ALEXANDRIA-LA,12,80.0
2016Q4,DENIED,MA,65,65,16640.0,66854.0,174400.0,20322.0,81642.0,192000.0,3,54151,MANAGEMENT ANALYST,BOSTON-MA,49,75.38
2016Q4,DENIED,MD,17,21,29000.0,49481.0,103685.0,35131.0,65969.0,95368.0,3,54151,PHYSICAL THERAPIST,GREENBELT-MD,9,52.94
2016Q4,DENIED,ME,2,2,16500.0,48750.0,81000.0,33987.0,38464.0,42940.0,2,54171.0,ASSISTANT PROFESSOR OF BIOMEDICAL SCIENCES,BIDDEFORD-ME,1,50.0
2016Q4,DENIED,MI,32,32,22322.0,55516.0,301600.0,24128.0,202249.0,4087356.0,3,54151.0,SOFTWARE DEVELOPER,TROY-MI,20,62.5
2016Q4,DENIED,MN,24,24,15000.0,82792.0,342940.0,29931.0,102069.0,251014.0,4,33451.0,SOFTWARE TEST ENGINEER,MINNEAPOLIS-MN,16,66.67
2016Q4,DENIED,MO,8,8,29806.0,111999.0,237988.0,33510.0,96969.0,224328.0,5,61131,ASSISTANT PROFESSOR OF CHEMISTRY,KANSAS CITY-MO,7,87.5
2016Q4,DENIED,MS,1,1,26100.0,26100.0,26100.0,45617.0,45617.0,45617.0,4,6112,"CLASSROOM INSTRUCTOR, ACADEMIC",WESSON-MS,1,100.0
2016Q4,DENIED,MT,1,1,20000.0,20000.0,20000.0,40000.0,40000.0,40000.0,4,92311,FACULTY RESEARCH PROFESSOR,MISSOULA-MT,1,100.0
2016Q4,DENIED,NC,39,46,9173.0,61747.0,133148.0,15080.0,151080.0,3277248.0,3,54151,APPLICATION DEVELOPER,DURHAM-NC,15,38.46
2016Q4,DENIED,ND,2,2,30555.0,34270.0,37985.0,41725.0,51044.0,60362.0,5,61131,SURGERY RESIDENT,GRAND FORKS-ND,2,100.0
2016Q4,DENIED,NE,4,4,46925.0,114349.0,180470.0,74714.0,116501.0,199389.0,4,54151,LEAD SAP SYSTEMS ENGINEER,OMAHA-NE,2,50.0
2016Q4,DENIED,NH,3,5,34500.0,37257.0,39520.0,69000.0,74833.0,80000.0,5,54151,SOFTWARE DEVELOPER,NASHUA-NH,3,100.0
2016Q4,DENIED,NJ,162,255,10400.0,44140.0,287428.0,38147.0,1783774.0,147253600.0,3,54151.0,PROGRAMMER ANALYST,EAST BRUNSWICK-NJ,56,34.57
2016Q4,DENIED,NM,4,4,44988.0,52199.0,61807.0,36534.0,47130.0,55411.0,3,61131,VISITING ASSISTANT PROFESSOR,SOCORRO-NM,4,100.0
2016Q4,DENIED,NV,7,7,16865.0,53080.0,112500.0,33730.0,85643.0,235165.0,1,62111.0,MENTAL HEALTH COUNSELOR,LAS VEGAS-NV,6,85.71
2016Q4,DENIED,NY,196,229,9360.0,64956.0,360000.0,18720.0,675537.0,114722400.0,3,54151.0,SOFTWARE ENGINEER 2,NEW YORK-NY,149,76.02
2016Q4,DENIED,OH,31,70,10550.0,55953.0,187500.0,18240.0,71253.0,187200.0,3,54151.0,ASSOCIATE PROJECT MANAGER,CINCINNATI-OH,22,70.97
2016Q4,DENIED,OK,7,7,17300.0,58454.0,151778.0,34600.0,60434.0,151778.0,4,48412.0,TRUCK DRIVER,OKLAHOMA CITY-OK,7,100.0
2016Q4,DENIED,OR,15,15,18000.0,64029.0,160000.0,37606.0,102554.0,320000.0,3,6221,DEPUTY CAMPAIGN DIRECTOR,PORTLAND-OR,14,93.33
2016Q4,DENIED,PA,90,805,26000.0,83986.0,216226.0,0.0,3058674.0,136757920.0,3,54161.0,SENIOR CONSULTANT,PHILADELPHIA-PA,35,38.89
2016Q4,DENIED,PR,3,3,18000.0,154000.0,222000.0,36483.0,270249.0,387132.0,1,81321,EXECUTIVE DIRECTOR,SAN JUAN-PR,3,100.0
2016Q4,DENIED,RI,6,6,72394.0,102151.0,146713.0,71365.0,26577162.0,159038880.0,3,42421,"SR. ANALYST, APP DEVELOPMENT",WOONSOCKET-RI,3,50.0
2016Q4,DENIED,SC,7,7,15600.0,63000.0,125000.0,0.0,78674.0,187200.0,4,62111,CHEF - PROFESSIONAL FOOD PRODUCTION,LEXINGTON-SC,7,100.0
2016Q4,DENIED,SD,1,1,42500.0,42500.0,42500.0,85000.0,85000.0,85000.0,3,54199,FIELD APPLICATIONS ENGINEER,HERMOSA-SD,1,100.0
2016Q4,DENIED,TN,7,7,34555.0,75393.0,102200.0,58531.0,72286.0,97500.0,3,3336.0,PROGRAMMER ANALYST,NASHVILLE-TN,4,57.14
2016Q4,DENIED,TX,132,162,8497.0,65199.0,312000.0,0.0,82379.0,252242.0,3,54151.0,SOFTWARE ENGINEER,HOUSTON-TX,101,76.52
2016Q4,DENIED,UT,10,16,25000.0,45671.0,100000.0,50000.0,72861.0,115149.0,4,54151.0,COMPUTER PROGRAMMER/DEVELOPER,DRAPER-UT,6,60.0
2016Q4,DENIED,VA,48,68,14560.0,51092.0,127500.0,33155.0,72123.0,133099.0,3,54151.0,PROGRAMMER ANALYST,RICHMOND-VA,38,79.17
2016Q4,DENIED,VT,2,2,67600.0,68182.0,68765.0,67600.0,68182.0,68765.0,4,72111,CANADIAN GROUP SALES MANAGER,JAY-VT,2,100.0
2016Q4,DENIED,WA,31,32,25000.0,67789.0,121117.0,41725.0,2868268.0,86182720.0,4,54151,SOFTWARE ENGINEER,SEATTLE-WA,24,77.42
2016Q4,DENIED,WI,12,28,15600.0,49652.0,129000.0,29016.0,68913.0,114400.0,4,54151,PHYSICIAN ASSISTANT,MILWAUKEE-WI,12,100.0
2016Q4,DENIED,WV,1,1,43500.0,43500.0,43500.0,85114.0,85114.0,85114.0,5,42421,TECHNICAL SHIFT LEAD,MORGANTOWN-WV,1,100.0
2016Q4,DENIED,WY,2,2,32500.0,61250.0,90000.0,63835.0,86746.0,109658.0,3,1114,CHIEF FINANCIAL OFFICER,JACKSON-WY,2,100.0
2016Q4,WITHDRAWN,AK,1,1,22225.0,22225.0,22225.0,37752.0,37752.0,37752.0,1234,5174,MARKET RESEARCH ANALYST,ANCHORAGE-AK,1,100.0
2016Q4,WITHDRAWN,AL,9,9,20738.0,65768.0,116002.0,41018.0,78908.0,187200.0,120,62111,HOSPITALIST PHYSICIAN,MONTGOMERY-AL,8,88.89
2016Q4,WITHDRAWN,AR,9,9,29000.0,68875.0,182500.0,43730.0,89060.0,198078.0,1,61131,ASSISTANT PROFESSOR OF STATISTICS,BENTONVILLE-AR,9,100.0
2016Q4,WITHDRAWN,AZ,56,56,16665.0,82541.0,250000.0,32510.0,82514.0,169820.0,270,61131.0,NEPHROLOGIST,PHOENIX-AZ,41,73.21
2016Q4,WITHDRAWN,CA,491,1141,14560.0,606687.0,264030000.0,26520.0,90283.0,280000.0,213,54151.0,SOFTWARE ENGINEER,MOUNTAIN VIEW-CA,372,75.76
2016Q4,WITHDRAWN,CO,35,35,22194.0,53617.0,106250.0,38190.0,80443.0,159931.0,199,54151,COMPUTER SYSTEMS ANALYST,ENGLEWOOD-CO,16,45.71
2016Q4,WITHDRAWN,CT,40,40,27375.0,52609.0,168588.0,45906.0,76116.0,142043.0,87,54151,SOFTWARE ENGINEER,STAMFORD-CT,16,40.0
2016Q4,WITHDRAWN,DC,16,16,22953.0,87432.0,375000.0,39645.0,81667.0,147014.0,171,54171,COMPUTATIONAL SCIENTIST,WASHINGTON-DC,14,87.5
2016Q4,WITHDRAWN,DE,6,6,28750.0,37328.0,50000.0,55869.0,73133.0,87048.0,0,54151,PROGRAMMER ANALYST,BEAR-DE,2,33.33
2016Q4,WITHDRAWN,FL,105,106,18543.0,59763.0,460000.0,33592.0,1123859.0,110323200.0,92,54151,SOFTWARE ENGINEER,TAMPA-FL,46,43.81
