quarter,result,fips,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,samest,ssst
2016Q4,CERTIFIED,16005,6,6,24500.0,35221.0,56328.0,31220.0,51564.0,88858.0,5,61131,ASSISTANT PROFESSOR,POCATELLO-ID,6,100.0
2016Q4,CERTIFIED,16011,1,1,37500.0,37500.0,37500.0,70096.0,70096.0,70096.0,6,32541,SR. FOOD SCIENTIST,IDAHO FALLS-ID,1,100.0
2016Q4,CERTIFIED,16015,29,29,37150.0,53287.0,86154.0,50086.0,93383.0,172307.0,5,33441,SENIOR PROCESS ENGINEER,BOISE-ID,11,37.93
2016Q4,CERTIFIED,16019,2,2,37200.0,37200.0,37200.0,41496.0,41496.0,41496.0,5,22111,POSTDOCTORAL SCIENTIST (COMPUTATIONAL SEISMIC ENGINEER),IDAHO FALLS-ID,1,50.0
2016Q4,CERTIFIED,16045,4,4,42500.0,56250.0,75000.0,81640.0,96460.0,111280.0,5,54151,SOFTWARE DEVELOPER (ENGINEER),NEW PLYMOUTH-ID,4,100.0
2016Q4,CERTIFIED,16051,1,1,75000.0,75000.0,75000.0,102669.0,102669.0,102669.0,5,54133,RESEARCH ENGINEER,IDAHO FALLS-ID,1,100.0
2016Q4,CERTIFIED,16055,1,1,37742.0,37742.0,37742.0,75483.0,75483.0,75483.0,4,32121,TECHNICAL DIRECTOR,POST FALLS-ID,1,100.0
2016Q4,CERTIFIED,16057,7,7,16504.0,26700.0,45750.0,25147.0,44533.0,67480.0,5,6113,POSTDOCTORAL FELLOW,MOSCOW-ID,7,100.0
2016Q4,CERTIFIED,16083,1,1,25000.0,25000.0,25000.0,39874.0,39874.0,39874.0,6,11194,MARKETING & BUSINESS DEVELOPMENT SPECIALIST,KIMBERLY ROAD-ID,1,100.0
2016Q4,CERTIFIED,17007,2,2,27414.0,83707.0,140000.0,54829.0,116667.0,178506.0,5,62211,MECHANICAL ENGINEER I,ROCKFORD-IL,2,100.0
2016Q4,CERTIFIED,17019,42,42,17493.0,38773.0,137500.0,28018.0,55921.0,179442.0,5,61131,POSTDOCTORAL RESEARCH ASSOCIATE,URBANA-IL,41,97.62
2016Q4,CERTIFIED,17027,1,1,44053.0,44053.0,44053.0,38106.0,38106.0,38106.0,4,1122,"FARM MANAGER, BREED-TO-WEAN",CARLYLE-IL,1,100.0
2016Q4,CERTIFIED,17029,1,1,45333.0,45333.0,45333.0,90667.0,90667.0,90667.0,6,61131.0,"INSTRUCTOR, SCHOOL OF TECHNOLOGY",CHARLESTON-IL,1,100.0
2016Q4,CERTIFIED,17031,9583,27817,15600.0,48662.0,308588.0,21050.0,82846.0,232357.0,5,5416.0,SOFTWARE ENGINEER 2,CHICAGO-IL,1932,20.16
2016Q4,CERTIFIED,17037,1,1,25000.0,25000.0,25000.0,47237.0,47237.0,47237.0,6,61131,IT SUPPORT ASSOCIATE,DEKALB-IL,1,100.0
2016Q4,CERTIFIED,17043,502,905,17763.0,59043.0,416000.0,28226.0,73760.0,260000.0,5,54151,SOFTWARE ENGINEER,NAPERVILLE-IL,258,51.39
2016Q4,CERTIFIED,17045,7,7,26500.0,44241.0,79690.0,36275.0,68762.0,105019.0,6,33511,INTERNATIONAL SALES REPRESENTATIVE,PARIS-IL,7,100.0
2016Q4,CERTIFIED,17049,2,2,33041.0,46520.0,59998.0,66082.0,89596.0,113110.0,6,62121,DENTIST,EFFINGHAM-IL,2,100.0
2016Q4,CERTIFIED,17065,2,2,138000.0,138000.0,138000.0,187200.0,187200.0,187200.0,7,62211,FAMILY MEDICINE PHYSICIAN,MCLEANSBORO-IL,2,100.0
2016Q4,CERTIFIED,17067,1,1,21549.0,21549.0,21549.0,39312.0,39312.0,39312.0,6,62211,MEDICAL TECHNOLOGIST,CARTHAGE-IL,1,100.0
2016Q4,CERTIFIED,17077,11,11,22888.0,335579.0,625000.0,45775.0,158106.0,212888.0,6,62111.0,VASCULAR SURGEON,CARBONDALE-IL,11,100.0
2016Q4,CERTIFIED,17081,6,6,200000.0,243750.0,262500.0,137946.0,141388.0,158600.0,6,62111,GERIATRICIAN,MT. VERNON-IL,6,100.0
2016Q4,CERTIFIED,17089,49,49,26250.0,64237.0,141226.0,35464.0,70015.0,179878.0,5,54151.0,SCIENTIST II,BATAVIA-IL,32,65.31
2016Q4,CERTIFIED,17091,3,3,34998.0,75833.0,100000.0,63149.0,94751.0,117707.0,6,32591,CHEMICAL ENGINEER (SAP),KANKAKEE-IL,2,66.67
2016Q4,CERTIFIED,17093,3,3,37500.0,52500.0,77500.0,71843.0,84164.0,96990.0,6,54151,NETWORK ARCHITECT,OSWEGO-IL,2,66.67
2016Q4,CERTIFIED,17095,2,2,24187.0,62094.0,100000.0,48069.0,119350.0,190632.0,5,61131,PHYSICIAN,GALESBURG-IL,2,100.0
2016Q4,CERTIFIED,17097,232,232,26250.0,66904.0,253900.0,35330.0,79491.0,223226.0,5,52221,PROGRAMMER ANALYST,RIVERWOODS-IL,147,63.36
2016Q4,CERTIFIED,17099,1,1,28000.0,28000.0,28000.0,55702.0,55702.0,55702.0,6,62311,PHYSICAL THERAPIST,OTTAWA-IL,1,100.0
2016Q4,CERTIFIED,17103,3,3,65000.0,84667.0,99000.0,67330.0,132989.0,165818.0,6,6221,FAMILY MEDICINE PHYSICIAN,DIXON-IL,3,100.0
2016Q4,CERTIFIED,17111,9,9,30150.0,53390.0,116230.0,60195.0,84899.0,120890.0,5,54151,SOFTWARE ENGINEER,HAMPSHIRE-IL,2,22.22
2016Q4,CERTIFIED,17113,13,13,18609.0,40138.0,140000.0,30722.0,71798.0,215405.0,6,54151,SOFTWARE ENGINEER,BLOOMINGTON-IL,9,69.23
2016Q4,CERTIFIED,17115,13,13,57500.0,99248.0,126000.0,50430.0,95604.0,211638.0,5,31131,SAP FUNCTIONAL ANALYST - MM/WM/PP,DECATUR-IL,10,76.92
2016Q4,CERTIFIED,17119,2,2,52500.0,53030.0,53560.0,78083.0,81452.0,84822.0,6,61131,PROJECT ENGINEER,EDWARDSVILLE-IL,2,100.0
2016Q4,CERTIFIED,17121,1,1,218400.0,218400.0,218400.0,127629.0,127629.0,127629.0,6,62111,PHYSICIAN,SALEM-IL,1,100.0
2016Q4,CERTIFIED,17127,1,1,120000.0,120000.0,120000.0,182726.0,182726.0,182726.0,7,62111,PHYSICIAN - INTERNIST,METROPOLIS-IL,1,100.0
2016Q4,CERTIFIED,17133,1,1,100000.0,100000.0,100000.0,89149.0,89149.0,89149.0,6,54133,SR ENGINEER,COLUMBIA-IL,1,100.0
2016Q4,CERTIFIED,17143,65,66,27508.0,54464.0,142500.0,42848.0,78416.0,187200.0,5,54133,DESIGN ENGINEER,PEORIA-IL,47,72.31
2016Q4,CERTIFIED,17161,103,103,30000.0,38771.0,115200.0,44242.0,67480.0,107786.0,5,54151,PROGRAMMER ANALYST,EAST MOLINE-IL,49,47.57
2016Q4,CERTIFIED,17163,2,2,69368.0,80184.0,91000.0,67933.0,78509.0,89086.0,6,62121,GENERAL DENTIST,EAST ST. LOUIS-IL,2,100.0
2016Q4,CERTIFIED,17167,105,105,26780.0,44352.0,372500.0,31370.0,69400.0,190632.0,5,54151,PROGRAMMER ANALYST,SPRINGFIELD-IL,32,30.48
2016Q4,CERTIFIED,17177,1,1,48561.0,48561.0,48561.0,30264.0,30264.0,30264.0,5,61111.0,SPECIAL EDUCATION TEACHER,FREEPORT-IL,1,100.0
2016Q4,CERTIFIED,17179,7,7,32500.0,65319.0,86754.0,63752.0,75281.0,93995.0,5,54133,SENIOR DESIGN ENGINEER,EAST PEORIA-IL,6,85.71
2016Q4,CERTIFIED,17183,1,1,28250.0,28250.0,28250.0,55973.0,55973.0,55973.0,6,72111,MANAGEMENT ANALYST,DANVILLE-IL,1,100.0
2016Q4,CERTIFIED,17197,30,40,21060.0,44216.0,90000.0,42120.0,78456.0,173805.0,5,54151,SYSTEMS ANALYST,NAPERVILLE-IL,16,53.33
2016Q4,CERTIFIED,17199,1,1,158454.0,158454.0,158454.0,187200.0,187200.0,187200.0,6,62111,PHYSICIAN,MARION-IL,1,100.0
2016Q4,CERTIFIED,17201,3,3,58760.0,85955.0,140148.0,106350.0,106489.0,106558.0,6,62111,"DENTIST, GENERAL",ROCKFORD-IL,3,100.0
2016Q4,CERTIFIED,18001,1,1,52000.0,52000.0,52000.0,46592.0,46592.0,46592.0,7,54151,SYSTEMS ADMINISTRATOR,BLUFFTON-IN,1,100.0
2016Q4,CERTIFIED,18003,6,6,34000.0,63505.0,140028.0,44290.0,95193.0,193918.0,6,61131,ASSISTANT PROFESSOR OF NURSING,FORT WAYNE-IN,6,100.0
2016Q4,CERTIFIED,18005,14,14,23608.0,40551.0,55000.0,46862.0,72369.0,91146.0,5,5415,SOFTWARE ENGINEER,COLUMBUS-IN,7,50.0
2016Q4,CERTIFIED,18011,27,27,20370.0,63346.0,114686.0,33114.0,68912.0,93496.0,5,54151,COMPUTER SYSTEM ANALYST,CARMEL-IN,22,81.48
2016Q4,CERTIFIED,18013,2,2,46852.0,49426.0,52000.0,89502.0,96606.0,103709.0,5,33639,MATERIALS ENGINEER,COLUMBUS-IN,1,50.0
2016Q4,CERTIFIED,18015,3,3,39000.0,71000.0,97500.0,64834.0,91721.0,137509.0,5,33131,INTERNATIONAL RESEARCH METALLURGIST ENGINEER,LAFAYETTE-IN,3,100.0
2016Q4,CERTIFIED,18017,1,1,175000.0,175000.0,175000.0,122574.0,122574.0,122574.0,6,62211,PHYSICIAN (PULMONARY MEDICINE),LOGANSPORT-IN,1,100.0
2016Q4,CERTIFIED,18019,1,1,40000.0,40000.0,40000.0,78728.0,78728.0,78728.0,6,44121,NATIONAL SALES AND MARKETING MANAGER,CLARKSVILLE-IN,1,100.0
2016Q4,CERTIFIED,18021,1,1,74500.0,74500.0,74500.0,70075.0,70075.0,70075.0,7,33631,PRODUCTION QUALITY ENGINEER,TERRE HAUTE-IN,1,100.0
2016Q4,CERTIFIED,18023,1,1,84368.0,84368.0,84368.0,68869.0,68869.0,68869.0,6,33272,METALLURGIST,FRANKFORT-IN,1,100.0
2016Q4,CERTIFIED,18035,15,15,27000.0,106588.0,215000.0,37860.0,91159.0,187200.0,5,61131,NEPHROLOGIST,MUNCIE-IN,15,100.0
2016Q4,CERTIFIED,18037,2,2,45531.0,60266.0,75000.0,91062.0,101171.0,111280.0,5,33711,ORACLE APPLICATIONS DEVELOPER,JASPER-IN,1,50.0
2016Q4,CERTIFIED,18039,2,2,62000.0,68034.0,74068.0,68890.0,90542.0,112195.0,5,33632,CHIEF INFORMATION OFFICER,ELKHART-IN,2,100.0
2016Q4,CERTIFIED,18047,1,1,47370.0,47370.0,47370.0,90896.0,90896.0,90896.0,7,3363,DESIGN ENGINEER II,GREENSBURG-IN,1,100.0
2016Q4,CERTIFIED,18053,1,1,416000.0,416000.0,416000.0,152589.0,152589.0,152589.0,7,62211,HOSPITALIST,MARION-IN,1,100.0
2016Q4,CERTIFIED,18055,1,1,77128.0,77128.0,77128.0,74256.0,74256.0,74256.0,6,54161,QUALITY ANALYST,BLOOMINGTON-IN,1,100.0
2016Q4,CERTIFIED,18057,47,48,18405.0,50814.0,200000.0,36810.0,74777.0,187200.0,5,54151.0,SOFTWARE DEVELOPER,INDIANAPOLIS-IN,27,57.45
2016Q4,CERTIFIED,18063,8,8,30500.0,51710.0,112500.0,55619.0,69566.0,97490.0,5,54151,SR. APPLICATION DEVELOPER,INDIANAPOLIS-IN,5,62.5
2016Q4,CERTIFIED,18065,3,3,25370.0,49417.0,89500.0,41660.0,64084.0,84485.0,6,61131,FACULTY - MATH,MUNCIE-IN,2,66.67
2016Q4,CERTIFIED,18079,2,2,26684.0,37092.0,47500.0,51376.0,53310.0,55245.0,5,33121,CORPORATE STATISTICIAN,SEYMOUR-IN,1,50.0
2016Q4,CERTIFIED,18081,1,1,93600.0,93600.0,93600.0,74194.0,74194.0,74194.0,6,62134,PHYSICAL THERAPIST,GREENWOOD-IN,1,100.0
2016Q4,CERTIFIED,18085,8,8,24000.0,55903.0,120000.0,38022.0,67285.0,96200.0,5,33911,SR ENGINEER II,WARSAW-IN,6,75.0
2016Q4,CERTIFIED,18089,8,8,26146.0,72162.0,133328.0,41829.0,87282.0,251597.0,5,6221,MEDICAL TECHNOLOGIST,MUNSTER-IN,6,75.0
2016Q4,CERTIFIED,18095,1,1,32500.0,32500.0,32500.0,61589.0,61589.0,61589.0,6,32521,MARKET RESEARCH ANALYST,ANDERSON-IN,1,100.0
2016Q4,CERTIFIED,18097,152,152,18500.0,50094.0,159994.0,35140.0,71993.0,203549.0,5,54151,ASSISTANT PROFESSOR,INDIANAPOLIS-IN,74,48.68
2016Q4,CERTIFIED,18105,15,15,20400.0,38365.0,81931.0,39062.0,52678.0,70512.0,5,61131,ASSISTANT PROFESSOR,BLOOMINGTON-IN,13,86.67
2016Q4,CERTIFIED,18127,10,10,33821.0,61777.0,95000.0,40420.0,66846.0,102461.0,6,54151,ASSISTANT PROFESSOR OF FINANCE,CHESTERTON-IN,5,50.0
2016Q4,CERTIFIED,18137,5,5,38000.0,40864.0,46500.0,61859.0,69755.0,75026.0,5,42345,QUALITY ASSURANCE ENGINEER,BATESVILLE-IN,2,40.0
2016Q4,CERTIFIED,18139,1,1,88886.0,88886.0,88886.0,74194.0,74194.0,74194.0,6,62134,PHYSICAL THERAPIST,GREENFIELD-IN,1,100.0
2016Q4,CERTIFIED,18141,23,23,20800.0,43359.0,131664.0,35173.0,59255.0,214718.0,6,61131,POSTDOCTORAL RESEARCH ASSOCIATE,NOTRE DAME-IN,20,86.96
2016Q4,CERTIFIED,18151,1,1,25000.0,25000.0,25000.0,43326.0,43326.0,43326.0,6,61131,INTERNATIONAL RELATIONSHIP COORDINATOR,ANGOLA-IN,1,100.0
2016Q4,CERTIFIED,18157,24,40,20000.0,38156.0,60000.0,20460.0,49806.0,99674.0,5,61131,ASSISTANT PROFESSOR,WEST LAFAYETTE-IN,23,95.83
2016Q4,CERTIFIED,18163,12,12,21420.0,41677.0,105000.0,35693.0,60362.0,82472.0,5,54199,OCCUPATIONAL THERAPIST,EVANSVILLE-IN,8,66.67
2016Q4,CERTIFIED,18167,4,4,23818.0,52042.0,105000.0,46259.0,88005.0,187200.0,6,61131,ASSISTANT PROFESSOR,TERRE HAUTE-IN,4,100.0
2016Q4,CERTIFIED,18173,1,1,17014.0,17014.0,17014.0,34029.0,34029.0,34029.0,6,61131,ENROLLMENT COUNSELOR,OAKLAND CITY-IN,1,100.0
2016Q4,CERTIFIED,18179,2,2,31117.0,38954.0,46790.0,52021.0,57127.0,62234.0,6,62149,REGIONAL MANAGER,MARION-IN,2,100.0
2016Q4,CERTIFIED,18181,1,1,93600.0,93600.0,93600.0,76336.0,76336.0,76336.0,6,62311,PHYSICAL THERAPIST,WEST LAFAYETTE-IN,1,100.0
2016Q4,CERTIFIED,19013,3,3,25000.0,198333.0,460000.0,42940.0,82808.0,156125.0,6,62211,PHYSICIAN - ONCOLOGY,WATERLOO-IA,3,100.0
2016Q4,CERTIFIED,19023,1,1,40000.0,40000.0,40000.0,75483.0,75483.0,75483.0,6,54151,SENIOR SOFTWARE ENGINEER,CEDAR FALLS-IA,1,100.0
2016Q4,CERTIFIED,19033,1,1,93600.0,93600.0,93600.0,186493.0,186493.0,186493.0,6,62211,ENDOCRINOLOGIST,MASON CITY-IA,1,100.0
2016Q4,CERTIFIED,19049,5,5,37500.0,80717.0,118858.0,59550.0,87625.0,169749.0,5,51821,DATA ANALYST,URBANDALE-IA,5,100.0
2016Q4,CERTIFIED,19057,2,3,25116.0,72558.0,120000.0,48880.0,130842.0,212805.0,5,62211,MEDICAL TECHNOLOGIST,WEST BURLINGTON-IA,2,100.0
2016Q4,CERTIFIED,19061,5,5,19193.0,32639.0,40000.0,34350.0,54747.0,68682.0,5,54151.0,PROGRAMMER ANALYST,DUBUQUE-IA,1,20.0
2016Q4,CERTIFIED,19093,1,1,35000.0,35000.0,35000.0,65250.0,65250.0,65250.0,6,33711,CORPORATE MANUFACTURING PROJECT ENGINEER,HOLSTEIN-IA,1,100.0
2016Q4,CERTIFIED,19095,1,1,56322.0,56322.0,56322.0,42037.0,42037.0,42037.0,4,62423,9-1-1 PUBLIC SAFETY COMMUNICATIONS ENGINEER,WILLIAMSBURG-IA,1,100.0
2016Q4,CERTIFIED,19101,2,2,17500.0,18778.0,20056.0,31886.0,35318.0,38750.0,5,61111.0,TEACHER,FAIRFIELD-IA,2,100.0
2016Q4,CERTIFIED,19103,39,39,21424.0,50973.0,132500.0,39042.0,82818.0,250182.0,5,61131,ASSISTANT PROFESSOR,IOWA CITY-IA,32,82.05
2016Q4,CERTIFIED,19113,29,29,27633.0,63317.0,117500.0,53277.0,72197.0,107141.0,5,3364,SR. SOFTWARE ENGINEER,CEDAR RAPIDS-IA,17,58.62
2016Q4,CERTIFIED,19115,4,4,50000.0,53750.0,55000.0,63814.0,77652.0,93101.0,6,33721,SR BUSINESS ANALYST- MASTER PLANNING AND SCHEDULING,MUSCATINE-IA,4,100.0
2016Q4,CERTIFIED,19121,1,1,38823.0,38823.0,38823.0,65832.0,65832.0,65832.0,6,33232,ENGINEERING MANAGER,SAINT CHARLES-IA,1,100.0
2016Q4,CERTIFIED,19125,2,2,80506.0,92306.0,104106.0,75483.0,82680.0,89877.0,5,32191,SENIOR BUSINESS ANALYST,PELLA-IA,2,100.0
2016Q4,CERTIFIED,19153,96,96,20875.0,74752.0,275000.0,41750.0,80401.0,255882.0,5,54151.0,BUSINESS ANALYST,WEST DES MOINES-IA,43,44.79
2016Q4,CERTIFIED,19155,1,1,48360.0,48360.0,48360.0,46363.0,46363.0,46363.0,6,62211,MEDICAL TECHNOLOGIST,RED OAK-IA,1,100.0
2016Q4,CERTIFIED,19159,2,2,24804.0,25397.0,25990.0,41538.0,41538.0,41538.0,6,62211,MEDICAL TECHNOLOGIST,MOUNT AYR-IA,2,100.0
2016Q4,CERTIFIED,19163,3,3,39230.0,193077.0,315000.0,49358.0,87911.0,148886.0,6,62111,PHYSICIAN OB/GYN SPECIALTY,DAVENPORT-IA,3,100.0
2016Q4,CERTIFIED,19169,30,30,20000.0,33163.0,57500.0,31366.0,56158.0,96343.0,5,61131,POSTDOCTORAL RESEARCH ASSOCIATE,AMES-IA,30,100.0
2016Q4,CERTIFIED,19183,1,2,23390.0,23390.0,23390.0,46779.0,46779.0,46779.0,6,62211,MEDICAL TECHNOLOGIST,WASHINGTON-IA,1,100.0
2016Q4,CERTIFIED,19187,2,2,253615.0,253615.0,253615.0,207230.0,207230.0,207230.0,6,62111,NEUROLOGIST,FORT DODGE-IA,2,100.0
2016Q4,CERTIFIED,20015,2,2,110000.0,194750.0,279500.0,62566.0,124883.0,187200.0,5,62111,ORTHOPEDIC SURGEON,NEWTON-KS,2,100.0
2016Q4,CERTIFIED,20021,2,2,27500.0,44126.0,60752.0,47715.0,48288.0,48860.0,6,61131,C++/GUI PROGRAMMER,PITTSBURG-KS,2,100.0
2016Q4,CERTIFIED,20023,1,1,49088.0,49088.0,49088.0,46966.0,46966.0,46966.0,6,62211,MEDICAL TECHNOLOGIST,SAINT FRANCIS-KS,1,100.0
2016Q4,CERTIFIED,20025,1,1,50000.0,50000.0,50000.0,44491.0,44491.0,44491.0,6,62211,MEDICAL TECHNOLOGIST,ASHLAND-KS,1,100.0
2016Q4,CERTIFIED,20035,2,2,40950.0,56725.0,72500.0,61069.0,61069.0,61069.0,6,33241,R&D ENGINEER,WINFIELD-KS,2,100.0
2016Q4,CERTIFIED,20037,1,1,45053.0,45053.0,45053.0,42973.0,42973.0,42973.0,6,62211,MEDICAL TECHNOLOGIST,GIRARD-KS,1,100.0
2016Q4,CERTIFIED,20045,10,10,22185.0,63216.0,305084.0,40810.0,73288.0,203070.0,5,61131,ASSOCIATE RESEARCHER,LAWRENCE-KS,10,100.0
2016Q4,CERTIFIED,20051,6,6,19999.0,226674.0,500000.0,32531.0,124709.0,187200.0,6,62211,CARDIOLOGIST,HAYS-KS,6,100.0
2016Q4,CERTIFIED,20053,1,1,26988.0,26988.0,26988.0,41787.0,41787.0,41787.0,7,62211,MEDICAL TECHNOLOGIST,ELLSWORTH-KS,1,100.0
2016Q4,CERTIFIED,20057,1,1,210324.0,210324.0,210324.0,180648.0,180648.0,180648.0,6,54161,ORTHOPEDIC SURGEON,DODGE CITY-KS,1,100.0
2016Q4,CERTIFIED,20059,1,1,32240.0,32240.0,32240.0,42973.0,42973.0,42973.0,6,62211,MEDICAL LABORATORY TECHNOLOGIST,OTTAWA-KS,1,100.0
2016Q4,CERTIFIED,20081,1,1,21320.0,21320.0,21320.0,42141.0,42141.0,42141.0,6,62211,MEDICAL TECHNOLOGIST,SATANTA-KS,1,100.0
2016Q4,CERTIFIED,20091,185,193,15000.0,57882.0,183000.0,26478.0,75995.0,157498.0,5,54151,PROGRAMMER ANALYST,OVERLAND PARK-KS,69,37.3
2016Q4,CERTIFIED,20111,6,6,20200.0,27207.0,43500.0,33360.0,39935.0,49109.0,5,61131,ASSISTANT PROFESSOR,EMPORIA-KS,6,100.0
2016Q4,CERTIFIED,20161,20,20,16505.0,33831.0,60000.0,27740.0,48388.0,101850.0,5,61131,ASSISTANT PROFESSOR,MANHATTAN-KS,20,100.0
2016Q4,CERTIFIED,20169,1,1,19906.0,19906.0,19906.0,39811.0,39811.0,39811.0,4,33311,GLOBAL PURCHASING AGEENT,SOLOMON-KS,1,100.0
2016Q4,CERTIFIED,20173,23,23,17202.0,54092.0,108388.0,23379.0,73750.0,161533.0,5,33641.0,PUBLIC SCHOOL TEACHER,WICHITA-KS,18,78.26
2016Q4,CERTIFIED,20175,1,1,26500.0,26500.0,26500.0,45198.0,45198.0,45198.0,4,11221,"FARM MANAGER, ANTIBIOTIC FREE FARM",PLAINS-KS,1,100.0
2016Q4,CERTIFIED,20177,14,14,30000.0,75347.0,190000.0,50710.0,97885.0,187200.0,5,52421,PROGRAMMER ANALYST III,TOPEKA-KS,14,100.0
2016Q4,CERTIFIED,20209,12,12,15500.0,41180.0,107120.0,26520.0,52577.0,129938.0,5,61131,RESEARCH ASSOCIATE,KANSAS CITY-KS,12,100.0
2016Q4,CERTIFIED,21015,2,2,41007.0,44004.0,47000.0,66872.0,79123.0,91374.0,5,54151,SENIOR .NET DEVELOPER,HEBRON-KY,1,50.0
2016Q4,CERTIFIED,21029,34,34,30000.0,36825.0,48006.0,55328.0,70716.0,96013.0,5,5415,SOFTWARE ENGINEER,LOUISVILLE-KY,6,17.65
2016Q4,CERTIFIED,21045,2,2,23750.0,23750.0,23750.0,38160.0,38160.0,38160.0,6,61131,ASSISTANT PROFESSOR OF MATHEMATICS,COLUMBIA-KY,2,100.0
2016Q4,CERTIFIED,21067,31,33,16390.0,38546.0,135000.0,32781.0,52804.0,108493.0,6,61131,RESIDENT IN OBGYN,LEXINGTON-KY,29,93.55
2016Q4,CERTIFIED,21079,1,1,28892.0,28892.0,28892.0,51688.0,51688.0,51688.0,4,33631,SUSPENSION ENGINEER I,BEREA-KY,1,100.0
2016Q4,CERTIFIED,21083,1,1,32500.0,32500.0,32500.0,44170.0,44170.0,44170.0,6,61131.0,ASSISTANT PROFESSOR OF OCCUPATIONAL HEALTH & SAFETY,MURRAY-KY,1,100.0
2016Q4,CERTIFIED,21093,1,1,58240.0,58240.0,58240.0,105726.0,105726.0,105726.0,6,44611,SENIOR PHARMACIST,ELIZABETHTOWN-KY,1,100.0
2016Q4,CERTIFIED,21111,265,479,19500.0,55910.0,160000.0,37773.0,71613.0,141190.0,5,54151,PROGRAMMER ANALYST,LOUISVILLE-KY,59,22.26
2016Q4,CERTIFIED,21117,8,8,28361.0,46216.0,92500.0,52166.0,81973.0,156354.0,5,72111,SR. STAFF SCIENTIST,FLORENCE-KY,8,100.0
2016Q4,CERTIFIED,21145,1,1,23702.0,23702.0,23702.0,41974.0,41974.0,41974.0,6,62211,CT/ MRI TECHNICIAN,PADUCAH-KY,1,100.0
2016Q4,CERTIFIED,21151,5,5,9537.0,40205.0,100000.0,19074.0,70544.0,150675.0,6,61131,INSTRUCTOR,RICHMOND-KY,5,100.0
2016Q4,CERTIFIED,21171,2,2,117500.0,117500.0,117500.0,181000.0,181000.0,181000.0,6,62111,HOSPITALIST (PHYSICIAN),GLASGOW-KY,2,100.0
2016Q4,CERTIFIED,21175,1,1,28050.0,28050.0,28050.0,50606.0,50606.0,50606.0,6,62111,PRACTICE ADMINISTRATOR,CAMPTON-KY,1,100.0
2016Q4,CERTIFIED,21193,5,6,68894.0,283279.0,425000.0,67787.0,141190.0,207314.0,5,62211,STAFF PHYSICAL THERAPIST,HAZARD-KY,3,60.0
2016Q4,CERTIFIED,21195,3,3,137500.0,221167.0,263000.0,187200.0,200609.0,207314.0,6,62211,CARDIOLOGIST,PIKEVILLE-KY,3,100.0
2016Q4,CERTIFIED,21211,2,2,40477.0,42412.0,44346.0,80954.0,84822.0,88691.0,6,33451,DIRECTOR,CRESTWOOD-KY,2,100.0
2016Q4,CERTIFIED,21219,2,2,33838.0,38205.0,42572.0,63918.0,68328.0,72738.0,6,33329,MASTER PRODUCTION SCHEDULER/SPECIALIST,HOPKINSVILLE-KY,2,100.0
2016Q4,CERTIFIED,21225,1,1,25804.0,25804.0,25804.0,39640.0,39640.0,39640.0,4,61111.0,HIGH SCHOOL SCIENCE TEACHER,MORGANFIELD-KY,1,100.0
2016Q4,CERTIFIED,21227,8,8,25168.0,35021.0,50000.0,36691.0,58438.0,79997.0,5,54151,COMPUTER PROGRAMMER ANALYST,BOWLING GREEN-KY,3,37.5
2016Q4,CERTIFIED,21239,6,6,25000.0,31702.0,39520.0,48720.0,56647.0,75338.0,5,92614,SYSTEMS CONSULTANT IT,FRANKFORT-KY,6,100.0
2016Q4,CERTIFIED,22005,1,1,42500.0,42500.0,42500.0,84822.0,84822.0,84822.0,7,72221,FINANCIAL MANAGEMENT ACCOUNT MANAGER,GONZALEZ-LA,1,100.0
2016Q4,CERTIFIED,22007,1,1,35000.0,35000.0,35000.0,66435.0,66435.0,66435.0,4,11193,MECHANICAL ENGINEER,PAINCOURTVILLE-LA,1,100.0
2016Q4,CERTIFIED,22015,4,4,23500.0,35282.0,58126.0,21430.0,57606.0,116251.0,6,61162.0,RECREATION AND SPONSORSHIP MANAGER- ACADEMY DIRECTOR,SHREVEPORT-LA,4,100.0
2016Q4,CERTIFIED,22017,17,17,20000.0,54633.0,137500.0,33340.0,55797.0,264160.0,6,61131.0,POSTDOCTORAL FELLOW,SHREVEPORT-LA,17,100.0
2016Q4,CERTIFIED,22019,5,5,25330.0,40850.0,62546.0,46140.0,62640.0,90210.0,6,61111.0,INSTRUMENTATION ENGINEER,LAKE CHARLES-LA,4,80.0
2016Q4,CERTIFIED,22033,50,52,20730.0,56791.0,212500.0,39670.0,77788.0,187200.0,5,54151.0,OCCUPATIONAL THERAPIST,BATON ROUGE-LA,31,62.0
2016Q4,CERTIFIED,22035,1,1,19742.0,19742.0,19742.0,36780.0,36780.0,36780.0,6,61111.0,MATH AND SCIENCE TEACHER,LAKE PROVIDENCE-LA,1,100.0
2016Q4,CERTIFIED,22039,2,2,127500.0,138750.0,150000.0,88962.0,112538.0,136115.0,6,62211,NEUROLOGIST,OPELOUSAS-LA,2,100.0
2016Q4,CERTIFIED,22051,47,47,22750.0,86305.0,120000.0,34819.0,75591.0,152464.0,5,5415,SOFTWARE ENGINEER,KENNER-LA,43,91.49
2016Q4,CERTIFIED,22055,18,18,28150.0,74499.0,260000.0,31907.0,88433.0,187200.0,6,61131,INTERNIST,LAFAYETTE-LA,16,88.89
