quarter,result,state,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,workcity,samest,ssst
2016Q3,DENIED,MT,2,2,21420.0,24396.0,27373.0,42840.0,48793.0,54746.0,3,92311,FACULTY RESEARCH PROFESSOR,MISSOULA-MT,2,100.0
2016Q3,DENIED,NC,36,45,19999.0,64945.0,174650.0,26572.0,3950677.0,139137440.0,3,23799,JUNIOR ENGINEER,DURHAM-NC,21,58.33
2016Q3,DENIED,ND,4,4,34798.0,44213.0,57118.0,40255.0,53229.0,63398.0,3,62211.0,CLINICAL LABORATORY OUTREACH MANAGER,MINOT-ND,4,100.0
2016Q3,DENIED,NE,5,5,16425.0,58455.0,201100.0,34570.0,74204.0,187199.0,4,62111.0,CHILD & ADOLESCENT PSYCHIATRIST,OMAHA-NE,4,80.0
2016Q3,DENIED,NH,4,4,23865.0,44091.0,64000.0,42890.0,77905.0,128000.0,4,61131.0,"ASSISTANT PROFESSOR, COMPUTER SCIENCE",DURHAM-NH,4,100.0
2016Q3,DENIED,NJ,66,78,12000.0,57633.0,153500.0,22110.0,74397.0,172349.0,3,54151.0,PROGRAMMER ANALYST,JERSEY CITY-NJ,46,69.7
2016Q3,DENIED,NM,6,6,17167.0,38399.0,65000.0,34334.0,49660.0,74402.0,4,61111.0,GENERAL DENTIST,LAS CRUCES-NM,6,100.0
2016Q3,DENIED,NV,3,3,16640.0,76047.0,180000.0,32136.0,73854.0,128648.0,4,53131,SENIOR VICE PRESIDENT,SPARKS-NV,1,33.33
2016Q3,DENIED,NY,205,252,13500.0,265891.0,43680000.0,0.0,88758.0,1351454.0,3,54151.0,CREATIVE DIRECTOR,NEW YORK-NY,170,82.93
2016Q3,DENIED,OH,39,76,25000.0,74707.0,320000.0,32282.0,78089.0,187200.0,2,54151,DENTIST,COLUMBUS-OH,24,61.54
2016Q3,DENIED,OK,7,7,11076.0,20447.0,27265.0,22152.0,39532.0,52590.0,2,61111.0,TRANSLATOR,OKLAHOMA CITY-OK,7,100.0
2016Q3,DENIED,OR,17,18,13520.0,53701.0,135700.0,27649.0,68338.0,187199.0,3,54194,ASSOCIATE VETERINARIAN,BEAVERTON-OR,13,76.47
2016Q3,DENIED,PA,50,108,18500.0,61279.0,126150.0,36150.0,193593.0,6044480.0,2,62211,R-2 INTERNAL MEDICINE RESIDENT,PHILADELPHIA-PA,36,72.0
2016Q3,DENIED,PR,1,1,39540.0,39540.0,39540.0,27130.0,27130.0,27130.0,2,61131,ASSOCIATE PROFESSOR,MAYAGUEZ-PR,1,100.0
2016Q3,DENIED,RI,3,3,24326.0,25109.0,25500.0,51000.0,57333.0,70000.0,2,61131,HUMAN RESOURCE BENEFITS GENERALIST,PROVIDENCE-RI,3,100.0
2016Q3,DENIED,SC,13,13,16800.0,41154.0,139418.0,33363.0,60321.0,135000.0,3,54151,PGY-7 FELLOW,GREENVILLE-SC,10,76.92
2016Q3,DENIED,SD,4,4,21585.0,24947.0,27200.0,42682.0,45415.0,49046.0,4,61131.0,MATH TEACHER,VERMILLION-SD,4,100.0
2016Q3,DENIED,TN,15,23,10400.0,37954.0,100000.0,20800.0,62345.0,187200.0,3,54151.0,MECHANIC SPECIALIST,MEMPHIS-TN,10,66.67
2016Q3,DENIED,TX,153,323,7540.0,57902.0,412500.0,15080.0,109104.0,4316000.0,3,54151.0,PROGRAMMER ANALYST,HOUSTON-TX,98,64.05
2016Q3,DENIED,UT,13,13,12000.0,58858.0,180000.0,25480.0,59678.0,129626.0,3,44111.0,INTERNET SALES AND RELATIONS,SALT LAKE CITY-UT,12,92.31
2016Q3,DENIED,VA,39,65,12480.0,61284.0,145500.0,20426.0,78654.0,135000.0,3,54151.0,ASSISTANT PROFESSOR,MCLEAN-VA,24,61.54
2016Q3,DENIED,VI,2,2,31200.0,31200.0,31200.0,62400.0,62400.0,62400.0,4,62111,ONCOLOGY NURSE,ST THOMAS-VI,2,100.0
2016Q3,DENIED,VT,1,1,22490.0,22490.0,22490.0,33571.0,33571.0,33571.0,3,71394,HEAD GYMNASTICS COACH,WESTMINSTER-VT,1,100.0
2016Q3,DENIED,WA,42,42,12000.0,70377.0,180000.0,35700.0,87901.0,188151.0,3,54151.0,SOFTWARE DEVELOPER,SEATTLE-WA,27,64.29
2016Q3,DENIED,WI,17,19,28500.0,64909.0,106500.0,37360.0,75613.0,163363.0,2,54151.0,CLINICAL ASSISTANT PROFESSOR - PROSTHODONTICS,MILWAUKEE-WI,13,76.47
2016Q3,DENIED,WV,4,4,47642.0,51321.0,55000.0,36937.0,74151.0,103834.0,3,6117.0,PERIODONTAL ASSOCIATE,SHINNSTON-WV,4,100.0
2016Q3,DENIED,WY,5,6,20250.0,44810.0,125000.0,40456.0,17373063.0,86528000.0,3,54151,COMPUTER NETWORK SUPPORT ACCOUNT MANAGER,CASPER-WY,5,100.0
2016Q3,WITHDRAWN,AL,9,9,32500.0,104453.0,300000.0,38120.0,86443.0,187200.0,76,54151,ASSISTANT PROFESSOR,AUBURN-AL,6,66.67
2016Q3,WITHDRAWN,AR,14,14,30500.0,59463.0,156000.0,44429.0,76054.0,203549.0,119,54151,PROGRAMMER ANALYST,BENTONVILLE-AR,7,50.0
2016Q3,WITHDRAWN,AZ,52,68,16006.0,52549.0,325000.0,31054.0,72325.0,203040.0,208,54151,SOFTWARE DEVELOPER,PHOENIX-AZ,29,55.77
2016Q3,WITHDRAWN,CA,831,1064,15340.0,487535.0,274560000.0,22194.0,89005.0,271606.0,281,54151.0,SOFTWARE ENGINEER,SAN FRANCISCO-CA,545,65.58
2016Q3,WITHDRAWN,CO,60,60,19925.0,3054332.0,178711520.0,31179.0,76531.0,187200.0,307,54151.0,CARDIOLOGIST,DENVER-CO,39,65.0
2016Q3,WITHDRAWN,CT,54,106,21846.0,66915.0,325000.0,40622.0,76136.0,182229.0,172,54151,COMPUTER PROGRAMMER,STAMFORD-CT,31,57.41
2016Q3,WITHDRAWN,DC,38,42,21018.0,46110.0,134654.0,28267.0,70865.0,142667.0,333,54151.0,"SOFTWARE ENGINEER, APPLICATIONS",WASHINGTON-DC,27,71.05
2016Q3,WITHDRAWN,DE,20,20,26208.0,5248069.0,104000000.0,52416.0,73894.0,102086.0,1,54151,PHYSICAL THERAPIST,WILMINGTON-DE,5,25.0
2016Q3,WITHDRAWN,FL,101,163,11050.0,55796.0,162500.0,22100.0,67848.0,248955.0,183,54151.0,SOFTWARE DEVELOPER,TAMPA-FL,63,62.38
2016Q3,WITHDRAWN,GA,209,209,18252.0,46867.0,166071.0,24586.0,71149.0,138403.0,87,54151.0,COMPUTER PROGRAMMER,ATLANTA-GA,55,26.32
2016Q3,WITHDRAWN,GU,5,5,19800.0,45445.0,110000.0,32531.0,80428.0,208449.0,2,62211,MEDICAL/SURGICAL NURSE MANAGER,TAMUNING-GU,5,100.0
2016Q3,WITHDRAWN,HI,2,2,78066.0,82679.0,87292.0,71133.0,77859.0,84585.0,2,52411,ASSISTANT PROFESSOR OF MATHEMATICS,HONOLULU-HI,2,100.0
2016Q3,WITHDRAWN,IA,16,16,21846.0,69333.0,175000.0,42010.0,89248.0,247083.0,170,54151.0,APPLICATION DEVELOPER,DES MOINES-IA,9,56.25
2016Q3,WITHDRAWN,ID,4,4,36265.0,40700.0,45500.0,54558.0,66081.0,89544.0,291,54151.0,SENIOR APPLICATION DEVELOPER,BOISE-ID,2,50.0
2016Q3,WITHDRAWN,IL,223,276,17212.0,60853.0,237500.0,28267.0,71702.0,225701.0,195,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,95,42.6
2016Q3,WITHDRAWN,IN,88,89,18750.0,67744.0,149999.0,31200.0,61038.0,117000.0,506,3336.0,PRICING MANAGER,COLUMBUS-IN,14,15.91
2016Q3,WITHDRAWN,KS,29,29,15920.0,68175.0,182500.0,31840.0,78735.0,187200.0,271,54151,APPLICATION DEVELOPER,OVERLAND PARK-KS,10,34.48
2016Q3,WITHDRAWN,KY,19,21,20332.0,42614.0,116400.0,40664.0,56462.0,74818.0,207,54151,MANAGING CONSULTANT,LOUISVILLE-KY,5,26.32
2016Q3,WITHDRAWN,LA,33,33,20370.0,52363.0,197600.0,37211.0,64268.0,187200.0,196,54151.0,COMPUTER PROGRAMMER,NEW ORLEANS-LA,16,48.48
2016Q3,WITHDRAWN,MA,144,175,16592.0,929656.0,125320000.0,33396.0,73849.0,215509.0,153,54151.0,SOFTWARE ENGINEER,BOSTON-MA,81,56.25
2016Q3,WITHDRAWN,MD,80,80,22588.0,60984.0,388500.0,36130.0,73883.0,120016.0,141,54151,PROGRAMMER ANALYST,BOWIE-MD,47,58.75
2016Q3,WITHDRAWN,ME,6,6,35734.0,46190.0,90467.0,60736.0,68820.0,71469.0,166,54151,SR. DATASTAGE CONSULTANT,PORTLAND-ME,6,100.0
2016Q3,WITHDRAWN,MI,118,120,16000.0,50217.0,400000.0,27227.0,67867.0,139256.0,128,54151.0,ENGINEER 1,LIVONIA-MI,78,66.1
2016Q3,WITHDRAWN,MN,80,82,25000.0,59110.0,245000.0,38854.0,77381.0,209659.0,249,54151,PROGRAMMER ANALYST,MINNEAPOLIS-MN,25,31.25
2016Q3,WITHDRAWN,MO,72,72,13707.0,46071.0,178495.0,26395.0,64168.0,157518.0,330,54151.0,ASSISTANT PROFESSOR,ST. LOUIS-MO,39,54.17
2016Q3,WITHDRAWN,MS,10,10,17250.0,58894.0,300000.0,27789.0,48743.0,64126.0,8,61131,ASSISTANT PROFESSOR,HATTIESBURG-MS,8,80.0
2016Q3,WITHDRAWN,MT,2,2,30750.0,31125.0,31500.0,38896.0,49338.0,59779.0,0,5415,STAFF SCIENTIST,O FALLON-MT,2,100.0
2016Q3,WITHDRAWN,NC,116,168,13500.0,62366.0,203600.0,25938.0,72386.0,187200.0,256,54151.0,QA ANALYST,CHARLOTTE-NC,67,57.76
2016Q3,WITHDRAWN,ND,13,15,17555.0,83145.0,201001.0,35110.0,73150.0,200013.0,91,54151,SENIOR MANAGING CONSULTANT,FARGO-ND,8,61.54
2016Q3,WITHDRAWN,NE,10,10,22500.0,36962.0,60238.0,38501.0,66504.0,83699.0,0,54151,DYNAMICS NAV/NAVISION - DEVELOPER (SOFTWARE DEVELOPER),OMAHA-NE,2,20.0
2016Q3,WITHDRAWN,NH,5,5,23431.0,58780.0,146412.0,46862.0,70578.0,109824.0,0,54151,SENIOR CONSULTANT,NASHUA-NH,5,100.0
2016Q3,WITHDRAWN,NJ,281,425,22500.0,383032.0,91265200.0,20488.0,78059.0,163571.0,98,54151.0,PROGRAMMER ANALYST,JERSEY CITY-NJ,150,53.38
2016Q3,WITHDRAWN,NM,11,11,21450.0,68206.0,150000.0,33842.0,82054.0,172037.0,80,61131.0,DATA ANALYST,ALBUQUERQUE-NM,8,72.73
2016Q3,WITHDRAWN,NV,18,18,26790.0,79252.0,300000.0,44740.0,66774.0,131123.0,401,54151,MANAGING CONSULTANT,LAS VEGAS-NV,4,22.22
2016Q3,WITHDRAWN,NY,386,447,17000.0,686734.0,240209840.0,24440.0,78268.0,227178.0,258,54151.0,PROGRAMMER ANALYST,NEW YORK-NY,251,65.03
2016Q3,WITHDRAWN,OH,130,131,18574.0,54287.0,225000.0,31658.0,67202.0,198869.0,174,54151,SOFTWARE ENGINEER,COLUMBUS-OH,52,40.0
2016Q3,WITHDRAWN,OK,21,50,16786.0,45055.0,212500.0,24835.0,62831.0,264049.0,292,61131.0,ASSISTANT PROFESSOR,TULSA-OK,15,71.43
2016Q3,WITHDRAWN,OR,23,23,21846.0,49431.0,108000.0,35110.0,65258.0,122658.0,71,54151,PROGRAMMER ANALYST,PORTLAND-OR,10,43.48
2016Q3,WITHDRAWN,PA,153,277,15257.0,71286.0,480168.0,30514.0,73036.0,187200.0,96,54151,PROGRAMMER ANALYST,PHILADELPHIA-PA,68,44.44
2016Q3,WITHDRAWN,PR,1,1,49892.0,49892.0,49892.0,38272.0,38272.0,38272.0,3,5417,GENERAL HEALTH SCIENTIST,SAN JUAN-PR,1,100.0
2016Q3,WITHDRAWN,RI,19,19,21846.0,3361375.0,62400000.0,42682.0,69452.0,154939.0,89,54151,POSTDOCTORAL RESEARCH ASSOCIATE,PROVIDENCE-RI,8,42.11
2016Q3,WITHDRAWN,SC,21,21,20405.0,47659.0,123995.0,28344.0,55920.0,84989.0,88,54151.0,DESIGN ENGINEER,GREENVILLE-SC,10,47.62
2016Q3,WITHDRAWN,SD,2,11,28777.0,30404.0,32032.0,57554.0,60809.0,64064.0,679,54151,SR. COMPUTER SYSTEMS ANALYST,SIOUX FALLS-SD,1,50.0
2016Q3,WITHDRAWN,TN,36,36,20304.0,60227.0,134411.0,40269.0,62596.0,95326.0,183,54151,SOFTWARE ENGINEER,NASHVILLE-TN,17,47.22
2016Q3,WITHDRAWN,TX,472,618,17129.0,162494.0,50358880.0,17490.0,71782.0,219170.0,259,54151.0,PROGRAMMER ANALYST,HOUSTON-TX,293,62.08
2016Q3,WITHDRAWN,UT,21,30,21325.0,45847.0,120000.0,37150.0,73070.0,134846.0,66,54151.0,ASSISTANT PROFESSOR - DEPARTMENT OF PHYSICS,SALT LAKE CITY-UT,12,57.14
2016Q3,WITHDRAWN,VA,80,101,18086.0,56202.0,208250.0,32020.0,73737.0,173701.0,91,54151,PROGRAMMER ANALYST,RICHMOND-VA,43,53.75
2016Q3,WITHDRAWN,VT,1,1,65000.0,65000.0,65000.0,43202.0,43202.0,43202.0,74,54151.0,DESIGN ENGINEER,SAINT ALBANS-VT,1,100.0
2016Q3,WITHDRAWN,WA,83,83,23442.0,64896.0,364000.0,41454.0,82072.0,148720.0,106,54151,SOFTWARE ENGINEER,SEATTLE-WA,46,55.42
2016Q3,WITHDRAWN,WI,44,44,24000.0,68301.0,263250.0,40290.0,69762.0,187200.0,293,54151,PROGRAMMER ANALYST,MILWAUKEE-WI,13,29.55
2016Q3,WITHDRAWN,WV,12,14,35000.0,89462.0,187201.0,30550.0,66595.0,166254.0,0,61131,ASSISTANT PROFESSOR,CHARLESTON-WV,10,83.33
2016Q3,WITHDRAWN,WY,1,1,19449.0,19449.0,19449.0,38896.0,38896.0,38896.0,0,61131,POST DOCTORAL RESERACHER,LARAMIE-WY,1,100.0
2016Q4,CERTIFIED,AK,30,47,18000.0,45855.0,168100.0,32552.0,68696.0,144685.0,5,61131.0,ACCOUNTANT,ANCHORAGE-AK,14,46.67
2016Q4,CERTIFIED,AL,208,370,20000.0,62567.0,300000.0,19280.0,78917.0,194272.0,5,54151,PROGRAMMER ANALYST,BIRMINGHAM-AL,110,52.88
2016Q4,CERTIFIED,AR,423,757,15000.0,55845.0,500000.0,17118.0,70564.0,203549.0,5,54151.0,PROGRAMMER ANALYST,BENTONVILLE-AR,168,39.72
2016Q4,CERTIFIED,AZ,1735,2964,15240.0,51956.0,605000.0,28330.0,71795.0,198203.0,5,54151.0,PROGRAMMER ANALYST,PHOENIX-AZ,346,19.94
2016Q4,CERTIFIED,CA,16558,35652,12480.0,73116.0,500000.0,21112.0,95018.0,292000.0,5,54151.0,SOFTWARE ENGINEER,SAN FRANCISCO-CA,9921,59.92
2016Q4,CERTIFIED,CO,973,1954,12480.0,65648.0,257000.0,15080.0,80905.0,243942.0,5,54151.0,PROGRAMMER ANALYST,DENVER-CO,280,28.78
2016Q4,CERTIFIED,CT,1543,3095,11020.0,67882.0,325000.0,20987.0,82226.0,244213.0,6,54151.0,SOFTWARE ENGINEER 2,HARTFORD-CT,377,24.43
2016Q4,CERTIFIED,DC,620,976,15174.0,61836.0,687500.0,28995.0,80772.0,256589.0,5,54151.0,PROGRAMMER ANALYST,WASHINGTON-DC,265,42.74
2016Q4,CERTIFIED,DE,574,1005,20000.0,57403.0,237500.0,34008.0,77447.0,187200.0,5,54151.0,PROGRAMMER ANALYST,WILMINGTON-DE,87,15.16
2016Q4,CERTIFIED,FL,2987,7132,12605.0,54485.0,390000.0,21590.0,69830.0,262413.0,5,54151.0,PROGRAMMER ANALYST,TAMPA-FL,1052,35.22
2016Q4,CERTIFIED,GA,3634,7866,9000.0,56178.0,502500.0,16970.0,73148.0,253635.0,5,54151.0,PROGRAMMER ANALYST,ATLANTA-GA,1194,32.86
2016Q4,CERTIFIED,GU,71,71,13239.0,39775.0,166440.0,23650.0,56827.0,253490.0,5,23622.0,MECHANICAL ENGINEER,TAMUNING-GU,71,100.0
2016Q4,CERTIFIED,HI,82,100,17805.0,54646.0,385162.0,25750.0,73248.0,207605.0,5,5416.0,SOFTWARE ENGINEER 2,HONOLULU-HI,47,57.32
2016Q4,CERTIFIED,IA,387,681,17500.0,58846.0,460000.0,31366.0,71944.0,255882.0,5,54151.0,PROGRAMMER ANALYST,DES MOINES-IA,150,38.76
2016Q4,CERTIFIED,ID,90,169,16504.0,49656.0,178050.0,17400.0,63282.0,127442.0,5,54151,DEVELOPER,BOISE-ID,36,40.0
2016Q4,CERTIFIED,IL,5508,11751,15000.0,60681.0,625000.0,24315.0,74936.0,260000.0,5,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,2626,47.68
2016Q4,CERTIFIED,IN,923,1583,17014.0,57749.0,416000.0,20460.0,66786.0,251597.0,5,54151.0,DEVELOPER,INDIANAPOLIS-IN,268,29.04
2016Q4,CERTIFIED,KS,436,696,15500.0,61807.0,500000.0,23379.0,71289.0,203070.0,5,54151.0,SOFTWARE ENGINEER 2,OVERLAND PARK-KS,168,38.53
2016Q4,CERTIFIED,KY,399,936,9537.0,53563.0,425000.0,19074.0,63062.0,207314.0,5,54151.0,PROGRAMMER ANALYST,LOUISVILLE-KY,129,32.33
2016Q4,CERTIFIED,LA,322,482,11180.0,72218.0,416375.0,18770.0,72207.0,272750.0,5,54151.0,PROGRAMMER ANALYST,NEW ORLEANS-LA,182,56.52
2016Q4,CERTIFIED,MA,3536,5531,14300.0,64246.0,375000.0,20363.0,81394.0,267800.0,5,54151.0,PROGRAMMER ANALYST,BOSTON-MA,1882,53.22
2016Q4,CERTIFIED,MD,1729,2437,14810.0,52016.0,295625.0,27269.0,74811.0,247978.0,5,54151.0,PROGRAMMER ANALYST,BALTIMORE-MD,810,46.85
2016Q4,CERTIFIED,ME,119,194,18545.0,63839.0,303600.0,27477.0,75202.0,253157.0,5,54151,PROGRAMMER ANALYST,PORTLAND-ME,69,57.98
2016Q4,CERTIFIED,MI,2786,4517,11830.0,53337.0,599997.0,21278.0,72030.0,229112.0,5,54151.0,PROGRAMMER ANALYST,AUBURN HILLS-MI,1533,55.03
2016Q4,CERTIFIED,MN,1839,3170,15000.0,64869.0,327974.0,27333.0,75971.0,265253.0,5,54151.0,SOFTWARE ENGINEER 2,MINNEAPOLIS-MN,489,26.59
2016Q4,CERTIFIED,MO,1123,2165,12500.0,54886.0,490000.0,18120.0,72742.0,241925.0,5,54151.0,PROGRAMMER ANALYST,ST. LOUIS-MO,368,32.77
2016Q4,CERTIFIED,MS,131,147,15000.0,57322.0,343600.0,22298.0,65600.0,187200.0,5,54151.0,ANALYST,JACKSON-MS,66,50.38
2016Q4,CERTIFIED,MT,34,104,18484.0,42459.0,105000.0,34216.0,55020.0,147139.0,5,61131,POSTDOCTORAL RESEARCHER,BOZEMAN-MT,20,58.82
2016Q4,CERTIFIED,NC,2649,5191,9173.0,58670.0,652212.0,18346.0,77327.0,269734.0,5,54151.0,PROGRAMMER ANALYST,CHARLOTTE-NC,578,21.82
2016Q4,CERTIFIED,ND,72,160,19978.0,61925.0,350000.0,36380.0,64085.0,194189.0,5,54151.0,COMPUTER PROGRAMMER,FARGO-ND,34,47.22
2016Q4,CERTIFIED,NE,270,735,17701.0,52751.0,275000.0,17202.0,70818.0,252138.0,5,54151.0,PROGRAMMER ANALYST,OMAHA-NE,111,41.11
2016Q4,CERTIFIED,NH,318,706,15000.0,63107.0,381258.0,26160.0,74564.0,183872.0,5,54151.0,PROGRAMMER ANALYST,DOVER-NH,76,23.9
2016Q4,CERTIFIED,NJ,5616,8585,10355.0,59065.0,525000.0,20710.0,80479.0,247832.0,5,54151.0,PROGRAMMER ANALYST,JERSEY CITY-NJ,2789,49.66
2016Q4,CERTIFIED,NM,175,262,17000.0,63597.0,400000.0,24440.0,68274.0,221894.0,5,54151.0,PUBLIC SCHOOL TEACHER,ALBUQUERQUE-NM,128,73.14
2016Q4,CERTIFIED,NV,201,429,16865.0,66957.0,295000.0,32198.0,81312.0,235165.0,5,54151.0,PROGRAMMER ANALYST,LAS VEGAS-NV,103,51.24
2016Q4,CERTIFIED,NY,8007,14563,9412.0,63797.0,624000.0,18824.0,84926.0,341286.0,5,54151.0,PROGRAMMER ANALYST,NEW YORK-NY,4229,52.82
2016Q4,CERTIFIED,OH,2621,5070,10650.0,60499.0,676500.0,18080.0,71296.0,258045.0,5,54151.0,DEVELOPER,COLUMBUS-OH,828,31.59
2016Q4,CERTIFIED,OK,258,703,13946.0,48337.0,265562.0,18741.0,60664.0,202654.0,5,54151.0,PROGRAMMER ANALYST,OKLAHOMA CITY-OK,125,48.45
2016Q4,CERTIFIED,OR,662,914,18720.0,59026.0,306060.0,31429.0,78199.0,247187.0,5,54151.0,PROGRAMMER ANALYST,PORTLAND-OR,178,26.89
2016Q4,CERTIFIED,PA,3682,11170,10500.0,63477.0,650000.0,17170.0,72990.0,276016.0,5,54151.0,PROGRAMMER ANALYST,PHILADELPHIA-PA,1705,46.31
2016Q4,CERTIFIED,PR,26,43,10254.0,46465.0,222000.0,17730.0,62370.0,387132.0,5,61131.0,EXECUTIVE DIRECTOR,SAN JUAN-PR,18,69.23
2016Q4,CERTIFIED,RI,416,572,20000.0,62932.0,287965.0,39270.0,75874.0,225930.0,5,54151,PROGRAMMER ANALYST,WOONSOCKET-RI,120,28.85
2016Q4,CERTIFIED,SC,438,1017,17000.0,54800.0,195000.0,18220.0,69605.0,218192.0,5,54151.0,PROGRAMMER ANALYST,GREENVILLE-SC,126,28.77
2016Q4,CERTIFIED,SD,37,38,21100.0,63457.0,262500.0,34299.0,58607.0,187200.0,5,61131.0,ASSISTANT PROFESSOR OF AGRONOMY,SIOUX FALLS-SD,23,62.16
2016Q4,CERTIFIED,TN,1042,2267,13707.0,51189.0,275600.0,20930.0,67065.0,187200.0,5,54151.0,PROGRAMMER ANALYST,NASHVILLE-TN,348,33.4
2016Q4,CERTIFIED,TX,8819,17755,10431.0,56720.0,400000.0,16994.0,76302.0,300000.0,5,54151.0,PROGRAMMER ANALYST,HOUSTON-TX,4492,50.94
2016Q4,CERTIFIED,UT,452,768,15600.0,49968.0,205000.0,21050.0,71248.0,196900.0,5,54151.0,PROGRAMMER ANALYST,SALT LAKE CITY-UT,176,38.94
2016Q4,CERTIFIED,VA,2824,5303,16000.0,64414.0,242500.0,30368.0,78242.0,241634.0,5,54151.0,PROGRAMMER ANALYST,RICHMOND-VA,1158,41.01
2016Q4,CERTIFIED,VI,9,9,16640.0,32876.0,126850.0,26040.0,37079.0,90400.0,5,61111.0,SCHOOL LIBRARIAN,ST. THOMAS-VI,8,88.89
2016Q4,CERTIFIED,VT,54,209,13662.0,54358.0,183259.0,27324.0,69146.0,179388.0,5,54151,ASSOCIATE DIRECTOR JC40,MONTPELIER-VT,24,44.44
2016Q4,CERTIFIED,WA,3673,7367,16000.0,66143.0,300000.0,26710.0,91271.0,260666.0,5,54151.0,SOFTWARE ENGINEER,SEATTLE-WA,2126,57.88
2016Q4,CERTIFIED,WI,1256,2490,15150.0,56508.0,212500.0,16994.0,69423.0,238763.0,5,54151.0,PROGRAMMER ANALYST,MILWAUKEE-WI,297,23.65
2016Q4,CERTIFIED,WV,76,113,12137.0,71548.0,375000.0,24274.0,83930.0,195333.0,5,62211.0,ASSISTANT PROFESSOR OF MEDICINE IN PULMONOLOGY,MORGANTOWN-WV,43,56.58
2016Q4,CERTIFIED,WY,18,50,20800.0,66179.0,126150.0,36109.0,88892.0,187200.0,5,54161,PATHOLOGIST (PHYSICIAN),JACKSON-WY,12,66.67
2016Q4,CERTIFIED-WITHDRAWN,AK,4,4,30004.0,108003.0,170000.0,42682.0,104780.0,187200.0,4,32411,POST DOCTORAL FELLOW,ANCHORAGE-AK,2,50.0
2016Q4,CERTIFIED-WITHDRAWN,AL,38,47,24294.0,33934.0,90000.0,42827.0,57676.0,179356.0,5,54151,PROGRAMMER ANALYST,BIRMINGHAM-AL,23,60.53
2016Q4,CERTIFIED-WITHDRAWN,AR,25,54,19200.0,40243.0,117382.0,27768.0,53783.0,85779.0,5,54151.0,PROGRAMMER ANALYST,BENTONVILLE-AR,14,56.0
2016Q4,CERTIFIED-WITHDRAWN,AZ,173,295,16598.0,69487.0,250000.0,33197.0,72796.0,146661.0,5,54151.0,PROGRAMMER ANALYST,PHOENIX-AZ,72,41.62
2016Q4,CERTIFIED-WITHDRAWN,CA,3236,3596,15000.0,72255.0,330000.0,28309.0,94899.0,249995.0,5,54151.0,SOFTWARE ENGINEER,MOUNTAIN VIEW-CA,2605,80.5
2016Q4,CERTIFIED-WITHDRAWN,CO,142,144,16286.0,57808.0,187500.0,29730.0,68991.0,143915.0,5,54151.0,SOFTWARE DEVELOPER,GREENWOOD VILLAGE-CO,69,48.59
2016Q4,CERTIFIED-WITHDRAWN,CT,147,194,21000.0,52013.0,160000.0,35235.0,69716.0,204485.0,5,54151,PROGRAMMER ANALYST,NAUGATUCK-CT,107,72.79
2016Q4,CERTIFIED-WITHDRAWN,DC,81,85,10816.0,56137.0,210000.0,21632.0,69873.0,132392.0,5,54151.0,BUSINESS ANALYST,WASHINGTON-DC,37,45.68
2016Q4,CERTIFIED-WITHDRAWN,DE,68,70,23920.0,51590.0,139500.0,39520.0,71604.0,101525.0,5,54151,ASSISTANT PROFESSOR,WILMINGTON-DE,14,20.59
2016Q4,CERTIFIED-WITHDRAWN,FL,283,513,15000.0,47226.0,175000.0,24710.0,62913.0,205629.0,5,54151.0,COMPUTER PROGRAMMER ANALYST,MIAMI-FL,136,48.06
2016Q4,CERTIFIED-WITHDRAWN,GA,414,442,15122.0,44509.0,144000.0,29390.0,61909.0,199930.0,5,54151.0,PROGRAMMER ANALYST,ATLANTA-GA,272,65.7
2016Q4,CERTIFIED-WITHDRAWN,GU,1,1,66560.0,66560.0,66560.0,75795.0,75795.0,75795.0,8,54211,STAFF PHARMACIST,TAMUNING-GU,1,100.0
2016Q4,CERTIFIED-WITHDRAWN,HI,20,20,20488.0,38408.0,131064.0,38854.0,54610.0,102128.0,6,61131.0,JUNIOR RESEARCHER,HONOLULU-HI,17,85.0
2016Q4,CERTIFIED-WITHDRAWN,IA,49,49,21888.0,45240.0,220000.0,36067.0,62945.0,187199.0,5,61131,POSTDOCTORAL RESEARCH SCHOLAR,IOWA CITY-IA,31,63.27
2016Q4,CERTIFIED-WITHDRAWN,ID,13,13,17420.0,32987.0,83184.0,17400.0,44774.0,74547.0,6,61131,BUSINESS DEVELOPMENT ANALYST,BOISE-ID,8,61.54
2016Q4,CERTIFIED-WITHDRAWN,IL,648,695,15954.0,51620.0,190000.0,18730.0,64756.0,170685.0,5,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,448,69.14
2016Q4,CERTIFIED-WITHDRAWN,IN,135,152,16500.0,53720.0,215000.0,32926.0,64259.0,187200.0,5,61131,ASSISTANT PROFESSOR,INDIANAPOLIS-IN,76,56.3
2016Q4,CERTIFIED-WITHDRAWN,KS,38,39,20500.0,57255.0,305084.0,33820.0,59232.0,203070.0,5,54151,RESEARCH ASSOCIATE,LAWRENCE-KS,17,44.74
2016Q4,CERTIFIED-WITHDRAWN,KY,35,35,22500.0,43421.0,257500.0,33426.0,61368.0,187200.0,5,54151.0,PROGRAMMER ANALYST,LOUISVILLE-KY,12,34.29
